Treatments,min_current_fps,max_current_fps,mean_current_fps,mean_allocated_ram,mean_average_fps,mean_reserved_ram,mean_mono_ram,mean_cpu,mean_slider,median_slider,max_slider,AmbientOcclusion,Bloom,ChromaticAberration,ContactShadows,Fog,MicroShadowing,MotionBlur,ReflectionProbe,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Vignette,WhiteBalance
" MotionBlur,Fog,ReflectionProbe,Vignette,Tonemapping,ChromaticAberration ",32.34027,32.34027,32.34027,158.6404,55.14658,185.3516,19.60547,11.45833,100.0,100.0,100.0,0,0,1,0,1,0,1,1,0,0,1,1,0
" MotionBlur,Vignette,WhiteBalance,ChromaticAberration,Fog ",34.73959,34.73959,34.73959,159.6076,55.15595,185.3516,21.39453,9.635417,100.0,100.0,100.0,0,0,1,0,1,0,1,0,0,0,0,1,1
" ScreenSpaceReflection,Bloom,ChromaticAberration,MicroShadowing,ScreenSpaceRefraction,ReflectionProbe ",59.99952,59.99952,59.99952,159.7706,55.25463,185.3516,20.01953,8.463542,100.0,100.0,100.0,0,1,1,0,0,1,0,1,1,1,0,0,0
" Vignette,ScreenSpaceRefraction,Fog,Tonemapping,Bloom ",32.61855,32.61855,32.61855,161.7825,55.14767,185.3516,18.59766,9.635417,100.0,100.0,100.0,0,1,0,0,1,0,0,0,0,1,1,1,0
" ReflectionProbe,ChromaticAberration,ContactShadows,MicroShadowing,ScreenSpaceReflection ",60.0006,60.0006,60.0006,159.5715,55.25463,185.3516,22.04297,13.54167,100.0,100.0,100.0,0,0,1,1,0,1,0,1,1,0,0,0,0
" ReflectionProbe,ContactShadows,Fog,MicroShadowing,Vignette ",27.23326,27.23326,27.23326,161.7627,55.12663,185.3516,20.46094,13.54167,100.0,100.0,100.0,0,0,0,1,1,1,0,1,0,0,0,1,0
" ReflectionProbe,AmbientOcclusion,Fog,ScreenSpaceReflection,WhiteBalance ",30.31258,30.31258,30.31258,162.368,55.13866,185.3516,19.44141,10.28646,100.0,100.0,100.0,1,0,0,0,1,0,0,1,1,0,0,0,1
" Bloom,ContactShadows,ScreenSpaceReflection,MicroShadowing,WhiteBalance ",59.24416,59.24416,59.24416,161.6043,55.25167,185.3516,17.47656,12.23958,-100.0,-100.0,-100.0,0,1,0,1,0,1,0,0,1,0,0,0,1
" MotionBlur,Vignette,WhiteBalance,Tonemapping,ScreenSpaceRefraction ",58.13649,58.13649,58.13649,163.5954,55.24735,185.3516,20.18359,14.32292,100.0,100.0,100.0,0,0,0,0,0,0,1,0,0,1,1,1,1
" Tonemapping,Bloom,ChromaticAberration,AmbientOcclusion,ScreenSpaceRefraction,ContactShadows ",58.20146,58.20146,58.20146,166.2637,55.2476,185.3516,19.21094,10.80729,-100.0,-100.0,-100.0,1,1,1,1,0,0,0,0,0,1,1,0,0
" ScreenSpaceRefraction,ReflectionProbe,Fog,WhiteBalance,ChromaticAberration,Vignette,Bloom ",56.20977,56.20977,56.20977,165.9319,55.23982,185.3516,17.19141,8.984375,100.0,100.0,100.0,0,1,1,0,1,0,0,1,0,1,0,1,1
" ReflectionProbe,ScreenSpaceReflection,Bloom,AmbientOcclusion,MicroShadowing,ContactShadows ",60.00132,60.00132,60.00132,165.9837,55.25463,185.3516,20.56641,12.36979,100.0,100.0,100.0,1,1,0,1,0,1,0,1,1,0,0,0,0
" Bloom,ScreenSpaceRefraction,ChromaticAberration,ReflectionProbe,ScreenSpaceReflection ",50.43831,50.43831,50.43831,167.7994,55.21728,185.3516,19.74219,10.9375,-100.0,-100.0,-100.0,0,1,1,0,0,0,0,1,1,1,0,0,0
" ContactShadows,MotionBlur,Tonemapping,ScreenSpaceRefraction,Vignette,ScreenSpaceReflection ",59.99988,59.99988,59.99988,166.2903,55.25463,185.3516,17.63672,12.5,100.0,100.0,100.0,0,0,0,1,0,0,1,0,1,1,1,1,0
" Vignette,ScreenSpaceRefraction,ChromaticAberration,Fog,AmbientOcclusion,Tonemapping,ScreenSpaceReflection,ReflectionProbe,Bloom,ContactShadows ",27.79878,27.79878,27.79878,168.6521,55.12884,185.3516,17.28516,13.54167,100.0,100.0,100.0,1,1,1,1,1,0,0,1,1,1,1,1,0
" ChromaticAberration,MotionBlur,ReflectionProbe,ContactShadows,Fog,ScreenSpaceRefraction ",33.8335,33.8335,33.8335,169.1019,55.15242,185.3516,18.47656,10.54688,100.0,100.0,100.0,0,0,1,1,1,0,1,1,0,1,0,0,0
" ScreenSpaceReflection,ReflectionProbe,Bloom,ContactShadows ",47.02408,47.02408,47.02408,169.202,55.20394,185.3516,17.79297,10.9375,-100.0,-100.0,-100.0,0,1,0,1,0,0,0,1,1,0,0,0,0
" WhiteBalance,MotionBlur,ScreenSpaceReflection,Tonemapping,ChromaticAberration,MicroShadowing,ScreenSpaceRefraction ",36.15015,60.0024,48.076274999999995,170.39385,55.208045,185.3516,17.714845,7.161458,100.0,100.0,100.0,0,0,1,0,0,1,1,0,1,1,1,0,1
" MicroShadowing,ReflectionProbe,Bloom,ChromaticAberration ",60.0024,60.0024,60.0024,171.1497,55.25463,185.3516,22.29688,9.765625,100.0,100.0,100.0,0,1,1,0,0,1,0,1,0,0,0,0,0
" MicroShadowing,Tonemapping,WhiteBalance,Fog,ReflectionProbe ",38.10671,38.10671,38.10671,173.0504,55.16911,185.3516,17.38281,10.9375,100.0,100.0,100.0,0,0,0,0,1,1,0,1,0,0,1,0,1
" ScreenSpaceReflection,ScreenSpaceRefraction,MotionBlur,Tonemapping,Vignette ",33.72454,33.72454,33.72454,172.6389,55.15199,185.3516,21.96875,10.67708,100.0,100.0,100.0,0,0,0,0,0,0,1,0,1,1,1,1,0
" MotionBlur,Bloom,ReflectionProbe,ScreenSpaceReflection,ChromaticAberration ",60.00132,60.00132,60.00132,171.2086,55.25463,185.3516,21.33203,11.45833,100.0,100.0,100.0,0,1,1,0,0,0,1,1,1,0,0,0,0
" ChromaticAberration,Vignette,ScreenSpaceRefraction,Bloom,ScreenSpaceReflection ",48.64641,48.64641,48.64641,174.2295,55.21028,185.3516,19.21094,11.58854,-100.0,-100.0,-100.0,0,1,1,0,0,0,0,0,1,1,0,1,0
" MicroShadowing,MotionBlur,Bloom,Fog,Vignette ",39.32193,39.32193,39.32193,173.8321,55.17385,185.3516,17.67188,12.36979,-100.0,-100.0,-100.0,0,1,0,0,1,1,1,0,0,0,0,1,0
" ReflectionProbe,MotionBlur,Vignette,Tonemapping,ScreenSpaceRefraction ",59.99988,59.99988,59.99988,174.2393,55.25463,185.3516,20.39063,12.76042,100.0,100.0,100.0,0,0,0,0,0,0,1,1,0,1,1,1,0
" Fog,ScreenSpaceReflection,ReflectionProbe,Bloom,ChromaticAberration ",35.24465,35.24465,35.24465,142.7378,42.0808,181.3516,17.12891,11.06771,100.0,100.0,100.0,0,1,1,0,1,0,0,1,1,0,0,0,0
" Fog,MicroShadowing,ContactShadows,ReflectionProbe,Tonemapping ",41.55861,41.55861,41.55861,142.501,42.10546,181.3516,21.03516,9.114583,100.0,100.0,100.0,0,0,0,1,1,1,0,1,0,0,1,0,0
" MotionBlur,ReflectionProbe,ContactShadows,ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping ",59.99916,59.99916,59.99916,141.3597,42.1775,181.3516,20.32031,8.984375,100.0,100.0,100.0,0,0,0,1,0,0,1,1,1,1,1,0,0
" Tonemapping,ScreenSpaceReflection,MotionBlur,ScreenSpaceRefraction,ChromaticAberration ",58.00464,58.00464,58.00464,144.8135,42.16971,181.3516,18.30859,11.45833,100.0,100.0,100.0,0,0,1,0,0,0,1,0,1,1,1,0,0
" ScreenSpaceRefraction,Vignette,ScreenSpaceReflection,Bloom,MicroShadowing ",59.3722,59.3722,59.3722,148.4652,42.17505,181.3516,18.80078,10.67708,100.0,100.0,100.0,0,1,0,0,0,1,0,0,1,1,0,1,0
" WhiteBalance,ScreenSpaceRefraction,AmbientOcclusion,ScreenSpaceReflection,ReflectionProbe,MotionBlur ",59.50893,59.99952,59.754225,149.90345000000002,42.17654,181.3516,21.902345,11.84896,0.71428415,0.71428415,0.9523749,1,0,0,0,0,0,1,1,1,1,0,0,1
" MicroShadowing,Tonemapping,Vignette,MotionBlur,ChromaticAberration ",33.47527,60.0042,52.849308285714294,151.30754,42.14956999999999,181.3516,21.159933142857138,10.539435142857144,17.2789146,20.0,30.47619,0,0,1,0,0,1,1,0,0,0,1,1,0
" AmbientOcclusion,WhiteBalance,ReflectionProbe,ScreenSpaceReflection,Vignette ",43.72234,43.72234,43.72234,152.6276,42.11392,181.3516,22.64844,11.32813,100.0,100.0,100.0,1,0,0,0,0,0,0,1,1,0,0,1,1
" AmbientOcclusion,MicroShadowing,MotionBlur,ScreenSpaceReflection,Fog,Vignette,ReflectionProbe ",24.8301,24.8301,24.8301,154.836,42.04012,181.3516,20.79688,8.072917,-100.0,-100.0,-100.0,1,0,0,0,1,1,1,1,1,0,0,1,0
" Bloom,Fog,ChromaticAberration,Tonemapping,ScreenSpaceReflection,MicroShadowing,AmbientOcclusion ",30.16164,30.16164,30.16164,157.8299,42.06095,185.3516,20.78516,13.28125,100.0,100.0,100.0,1,1,1,0,1,1,0,0,1,0,1,0,0
" Bloom,ReflectionProbe,Vignette,Tonemapping,MicroShadowing ",51.83146,51.83146,51.83146,158.4865,42.14559,185.3516,17.30078,11.19792,100.0,100.0,100.0,0,1,0,0,0,1,0,1,0,0,1,1,0
" ContactShadows,AmbientOcclusion,ChromaticAberration,Tonemapping,ReflectionProbe ",58.76028,59.99988,59.38008,157.7745,42.17508,185.3516,17.835935,10.54688,-100.0,-100.0,-100.0,1,0,1,1,0,0,0,1,0,0,1,0,0
" ScreenSpaceReflection,Tonemapping,Fog,AmbientOcclusion,ReflectionProbe ",27.49738,27.49738,27.49738,159.823,42.05054,185.3516,19.69531,11.58854,-100.0,-100.0,-100.0,1,0,0,0,1,0,0,1,1,0,1,0,0
" ContactShadows,Bloom,MotionBlur,AmbientOcclusion,ChromaticAberration,Vignette ",59.99988,59.99988,59.99988,161.1402,42.1775,185.3516,19.74609,11.06771,100.0,100.0,100.0,1,1,1,1,0,0,1,0,0,0,0,1,0
" Bloom,Fog,Vignette,ReflectionProbe,ScreenSpaceReflection ",35.44817,35.44817,35.44817,164.4934,42.0816,185.3516,18.54688,10.28646,100.0,100.0,100.0,0,1,0,0,1,0,0,1,1,0,0,1,0
" ContactShadows,ScreenSpaceReflection,Tonemapping,MotionBlur,ScreenSpaceRefraction ",60.00276,60.00276,60.00276,163.436,42.17751,185.3516,21.74219,10.9375,100.0,100.0,100.0,0,0,0,1,0,0,1,0,1,1,1,0,0
" MotionBlur,ChromaticAberration,ReflectionProbe,ScreenSpaceRefraction,AmbientOcclusion,ContactShadows,ScreenSpaceReflection,Vignette,Fog ",33.38441,33.38441,33.38441,165.7726,42.07354,185.3516,20.41797,10.02604,100.0,100.0,100.0,1,0,1,1,1,0,1,1,1,1,0,1,0
" AmbientOcclusion,ChromaticAberration,MicroShadowing,Fog,Tonemapping,ReflectionProbe ",25.61836,31.37097,28.494664999999998,165.96945,42.054435,185.3516,20.24219,11.458335,0.0,0.0,100.0,1,0,1,0,1,1,0,1,0,0,1,0,0
" ContactShadows,MicroShadowing,ReflectionProbe,ChromaticAberration,WhiteBalance ",51.25813,58.99461,56.11114,166.53163333333333,42.162308333333335,185.3516,21.877605,11.002601333333333,66.66666666666667,100.0,100.0,0,0,1,1,0,1,0,1,0,0,0,0,1
" Fog,MicroShadowing,ScreenSpaceRefraction,WhiteBalance,Vignette ",46.86255,46.86255,46.86255,167.7183,42.12618,185.3516,17.75391,10.54688,100.0,100.0,100.0,0,0,0,0,1,1,0,0,0,1,0,1,1
" Fog,ChromaticAberration,Bloom,MotionBlur,WhiteBalance,ReflectionProbe ",31.63966,31.63966,31.63966,170.3699,42.06672,185.3516,22.64844,10.67708,100.0,100.0,100.0,0,1,1,0,1,0,1,1,0,0,0,0,1
" ScreenSpaceReflection,ScreenSpaceRefraction,Tonemapping,Bloom,Fog ",36.76836,40.90615,38.837255,170.21635,42.094835,185.3516,17.29297,10.54688,100.0,100.0,100.0,0,1,0,0,1,0,0,0,1,1,1,0,0
" AmbientOcclusion,ChromaticAberration ",57.02489,57.02489,57.02489,171.0875,42.16588,185.3516,19.67578,10.15625,-100.0,-100.0,-100.0,1,0,1,0,0,0,0,0,0,0,0,0,0
" Tonemapping,Fog,Bloom,MotionBlur ",37.34437,37.34437,37.34437,173.4242,42.089,185.3516,19.01172,13.67188,100.0,100.0,100.0,0,1,0,0,1,0,1,0,0,0,1,0,0
" MicroShadowing,Vignette,MotionBlur,ChromaticAberration,Fog ",48.51425,48.51425,48.51425,173.6885,42.13264,185.3516,20.42969,8.333333,100.0,100.0,100.0,0,0,1,0,1,1,1,0,0,0,0,1,0
" MotionBlur,ScreenSpaceRefraction,Bloom,MicroShadowing ",60.00096,60.00096,60.00096,141.9296,57.56193,180.3516,19.26953,13.54167,100.0,100.0,100.0,0,1,0,0,0,1,1,0,0,1,0,0,0
" MotionBlur,ScreenSpaceRefraction,WhiteBalance,Fog,Bloom,Vignette ",33.14639,33.14639,33.14639,142.9786,57.45703,179.3516,18.68359,10.9375,100.0,100.0,100.0,0,1,0,0,1,0,1,0,0,1,0,1,1
" ReflectionProbe,ContactShadows,ChromaticAberration,AmbientOcclusion,MicroShadowing ",59.99916,59.99916,59.99916,141.5147,57.56192,180.3516,17.4375,11.71875,-100.0,-100.0,-100.0,1,0,1,1,0,1,0,1,0,0,0,0,0
" Fog,MicroShadowing,MotionBlur,WhiteBalance,ScreenSpaceRefraction ",36.50608,36.50608,36.50608,145.3226,57.47015,179.3516,21.68359,10.67708,100.0,100.0,100.0,0,0,0,0,1,1,1,0,0,1,0,0,1
" ReflectionProbe,Vignette,Tonemapping,ScreenSpaceRefraction,MicroShadowing,AmbientOcclusion,WhiteBalance,Fog ",43.44086,43.44086,43.44086,144.5349,57.49724,179.3516,18.41797,9.765625,100.0,100.0,100.0,1,0,0,0,1,1,0,1,0,1,1,1,1
" AmbientOcclusion,Fog,ScreenSpaceReflection,ChromaticAberration,Vignette ",46.37918,46.37918,46.37918,145.9844,57.50872,179.3516,22.66016,8.854167,100.0,100.0,100.0,1,0,1,0,1,0,0,0,1,0,0,1,0
" ScreenSpaceRefraction,ChromaticAberration,Bloom,ReflectionProbe ",60.00024,60.00024,60.00024,146.3855,57.56193,180.3516,22.27734,10.80729,-100.0,-100.0,-100.0,0,1,1,0,0,0,0,1,0,1,0,0,0
" ChromaticAberration,Vignette,Tonemapping ",59.99556,59.99556,59.99556,144.8445,57.56191,180.3516,19.53906,9.895833,100.0,100.0,100.0,0,0,1,0,0,0,0,0,0,0,1,1,0
" ScreenSpaceReflection,ScreenSpaceRefraction,Fog,Vignette,Bloom ",36.26947,36.26947,36.26947,148.0019,57.46923,180.3516,18.11328,10.15625,-100.0,-100.0,-100.0,0,1,0,0,1,0,0,0,1,1,0,1,0
" WhiteBalance,ContactShadows,Bloom,Fog,Vignette,AmbientOcclusion,Tonemapping ",43.03593,43.03593,43.03593,147.9947,57.49566,180.3516,20.76953,11.84896,100.0,100.0,100.0,1,1,0,1,1,0,0,0,0,0,1,1,1
" Tonemapping,ContactShadows,ReflectionProbe,MicroShadowing,Vignette ",51.40622,51.40622,51.40622,148.9452,57.52836,180.3516,20.64844,11.71875,-100.0,-100.0,-100.0,0,0,0,1,0,1,0,1,0,0,1,1,0
" Tonemapping,Bloom,AmbientOcclusion,ContactShadows,Fog ",42.26757,42.26757,42.26757,149.0793,57.49266,180.3516,18.09766,10.67708,100.0,100.0,100.0,1,1,0,1,1,0,0,0,0,0,1,0,0
" Bloom,ReflectionProbe,Tonemapping,ChromaticAberration,MotionBlur ",49.35444,49.35444,49.35444,150.1268,57.52034,180.3516,22.00781,9.505208,100.0,100.0,100.0,0,1,1,0,0,0,1,1,0,0,1,0,0
" Bloom,Fog,AmbientOcclusion,ContactShadows,ReflectionProbe ",25.45391,43.18032,34.317115,150.85775,57.461605,180.3516,20.384765,11.58854,100.0,100.0,100.0,1,1,0,1,1,0,0,1,0,0,0,0,0
" AmbientOcclusion,Bloom,ScreenSpaceRefraction,ChromaticAberration,WhiteBalance ",57.67046,57.67046,57.67046,150.2979,57.55283,180.3516,17.25391,10.80729,100.0,100.0,100.0,1,1,1,0,0,0,0,0,0,1,0,0,1
" ChromaticAberration,ContactShadows,WhiteBalance,Vignette,MicroShadowing,Tonemapping,MotionBlur ",59.9988,59.9988,59.9988,149.4874,57.56192,180.3516,17.21094,11.45833,-100.0,-100.0,-100.0,0,0,1,1,0,1,1,0,0,0,1,1,1
" ContactShadows,Vignette,ChromaticAberration,Bloom,ReflectionProbe ",58.06696,58.06696,58.06696,153.4244,57.55438,180.3516,20.97656,12.36979,100.0,100.0,100.0,0,1,1,1,0,0,0,1,0,0,0,1,0
" ChromaticAberration,ScreenSpaceRefraction,MotionBlur,Tonemapping,MicroShadowing ",59.99556,59.99556,59.99556,152.6635,57.56191,180.3516,20.54688,10.9375,-100.0,-100.0,-100.0,0,0,1,0,0,1,1,0,0,1,1,0,0
" Tonemapping,MicroShadowing,ScreenSpaceReflection,ContactShadows,ReflectionProbe ",55.81479,55.81479,55.81479,154.8894,57.54558,180.3516,19.35547,11.71875,-100.0,-100.0,-100.0,0,0,0,1,0,1,0,1,1,0,1,0,0
" ContactShadows,Tonemapping,ScreenSpaceRefraction,MotionBlur,Vignette ",38.90324,38.90324,38.90324,155.4247,57.47952,180.3516,17.53516,11.45833,100.0,100.0,100.0,0,0,0,1,0,0,1,0,0,1,1,1,0
" Vignette,ChromaticAberration,ReflectionProbe,ScreenSpaceRefraction,ContactShadows ",60.00096,60.00096,60.00096,153.1732,57.56193,180.3516,21.87109,13.54167,-100.0,-100.0,-100.0,0,0,1,1,0,0,0,1,0,1,0,1,0
" WhiteBalance,MicroShadowing,ReflectionProbe,Bloom ",50.2008,60.00204,55.101420000000005,156.84965,57.542795,180.3516,20.402345,14.32292,100.0,100.0,100.0,0,1,0,0,0,1,0,1,0,0,0,0,1
" AmbientOcclusion,MicroShadowing,WhiteBalance,ReflectionProbe,ChromaticAberration,ScreenSpaceRefraction ",49.68031,49.68031,49.68031,156.8749,57.52162,180.3516,20.02344,12.5,100.0,100.0,100.0,1,0,1,0,0,1,0,1,0,1,0,0,1
" AmbientOcclusion,ReflectionProbe,MicroShadowing,Bloom,ScreenSpaceRefraction,ContactShadows,ChromaticAberration ",53.3157,59.38807,56.351884999999996,159.25305,57.54768,180.8516,17.945315,12.89063,100.0,100.0,100.0,1,1,1,1,0,1,0,1,0,1,0,0,0
" ScreenSpaceRefraction,ReflectionProbe,Bloom,WhiteBalance,ScreenSpaceReflection ",42.79705,42.79705,42.79705,159.5795,57.49473,180.3516,17.94531,11.84896,100.0,100.0,100.0,0,1,0,0,0,0,0,1,1,1,0,0,1
" MicroShadowing,ScreenSpaceReflection,ScreenSpaceRefraction,WhiteBalance,Vignette ",51.3521,51.3521,51.3521,160.2803,57.52815,185.3516,22.06641,14.32292,100.0,100.0,100.0,0,0,0,0,0,1,0,0,1,1,0,1,1
" Bloom,MicroShadowing,ChromaticAberration,Vignette,Tonemapping ",48.40951,60.00132,54.17046,160.71716666666666,57.53915333333333,183.01826666666668,19.782553333333336,10.54688,100.0,100.0,100.0,0,1,1,0,0,1,0,0,0,0,1,1,0
" ContactShadows,ScreenSpaceRefraction,Vignette,Bloom ",51.36212,51.36212,51.36212,162.1463,57.52819,184.3516,19.16016,11.58854,100.0,100.0,100.0,0,1,0,1,0,0,0,0,0,1,0,1,0
" Bloom,AmbientOcclusion,Vignette,Fog,ContactShadows ",44.24603,44.24603,44.24603,162.3624,57.50039,184.3516,17.46875,12.23958,100.0,100.0,100.0,1,1,0,1,1,0,0,0,0,0,0,1,0
" WhiteBalance,Fog,Tonemapping,MicroShadowing,ContactShadows ",39.38543,39.38543,39.38543,163.0519,57.4814,184.3516,20.50781,11.32813,-100.0,-100.0,-100.0,0,0,0,1,1,1,0,0,0,0,1,0,1
" ScreenSpaceReflection,ReflectionProbe,Tonemapping,ContactShadows,ChromaticAberration ",45.14122,56.74371,49.9191825,162.851725,57.52255,184.3516,18.71875,13.54167,-100.0,-100.0,-100.0,0,0,1,1,0,0,0,1,1,0,1,0,0
" MicroShadowing,MotionBlur,ReflectionProbe,Bloom,ScreenSpaceRefraction ",48.48156,48.48156,48.48156,163.7041,57.51693,184.3516,22.83984,10.80729,100.0,100.0,100.0,0,1,0,0,0,1,1,1,0,1,0,0,0
" WhiteBalance,ChromaticAberration,Fog,MicroShadowing,ScreenSpaceReflection,Bloom ",39.895,39.895,39.895,164.4196,57.48339,184.3516,21.22656,10.02604,100.0,100.0,100.0,0,1,1,0,1,1,0,0,1,0,0,0,1
" Bloom,Tonemapping,Vignette,ContactShadows,MotionBlur,WhiteBalance ",60.00204,60.00204,60.00204,162.2911,57.56194,184.3516,19.39063,14.32292,100.0,100.0,100.0,0,1,0,1,0,0,1,0,0,0,1,1,1
" WhiteBalance,Tonemapping,ReflectionProbe,AmbientOcclusion,ScreenSpaceRefraction,ScreenSpaceReflection,MotionBlur ",37.99248,37.99248,37.99248,165.3647,57.47596,184.3516,17.92578,12.76042,100.0,100.0,100.0,1,0,0,0,0,0,1,1,1,1,1,0,1
" MotionBlur,ContactShadows,MicroShadowing,ScreenSpaceReflection,ScreenSpaceRefraction ",59.29932,59.29932,59.29932,163.8238,57.55919,184.3516,17.19531,10.41667,100.0,100.0,100.0,0,0,0,1,0,1,1,0,1,1,0,0,0
" ScreenSpaceReflection,MicroShadowing,ReflectionProbe,Vignette,ChromaticAberration ",52.80751,52.80751,52.80751,166.9029,57.53383,184.3516,21.87109,9.895833,100.0,100.0,100.0,0,0,1,0,0,1,0,1,1,0,0,1,0
" AmbientOcclusion,Bloom,ChromaticAberration,Tonemapping,MicroShadowing,Vignette,MotionBlur ",60.00312,60.00312,60.00312,168.1157,57.56194,184.3516,19.90234,11.58854,100.0,100.0,100.0,1,1,1,0,0,1,1,0,0,0,1,1,0
" Tonemapping,ChromaticAberration,AmbientOcclusion ",38.80827,38.80827,38.80827,168.6147,57.47915,184.3516,18.01953,11.84896,100.0,100.0,100.0,1,0,1,0,0,0,0,0,0,0,1,0,0
" ChromaticAberration,ReflectionProbe,Bloom,ContactShadows,Tonemapping ",49.43544,49.43544,49.43544,169.6102,57.52066,184.3516,17.25,12.23958,100.0,100.0,100.0,0,1,1,1,0,0,0,1,0,0,1,0,0
" ReflectionProbe,MotionBlur,AmbientOcclusion,WhiteBalance,ContactShadows ",53.38088,60.00204,56.69146,170.6432,57.549005,184.3516,18.5625,12.044274999999999,-100.0,-100.0,-100.0,1,0,0,1,0,0,1,1,0,0,0,0,1
" ScreenSpaceReflection,ContactShadows,WhiteBalance,Vignette,ReflectionProbe ",60.00132,60.00132,60.00132,170.288,57.56193,184.3516,18.64063,12.10938,100.0,100.0,100.0,0,0,0,1,0,0,0,1,1,0,0,1,1
" MicroShadowing,Vignette,ScreenSpaceRefraction,ScreenSpaceReflection,WhiteBalance,Tonemapping ",59.99664,59.99664,59.99664,169.7636,57.56192,184.3516,22.58594,15.36458,100.0,100.0,100.0,0,0,0,0,0,1,0,0,1,1,1,1,1
" ChromaticAberration,AmbientOcclusion,ReflectionProbe,Vignette,MotionBlur,ContactShadows,ScreenSpaceRefraction ",51.38614,51.38614,51.38614,173.5064,57.52828,184.3516,21.03906,11.71875,100.0,100.0,100.0,1,0,1,1,0,0,1,1,0,1,0,1,0
" ChromaticAberration,ReflectionProbe,Fog,WhiteBalance,AmbientOcclusion,Tonemapping,ScreenSpaceReflection ",34.76967,36.03578,35.402725000000004,174.005,57.465845,184.3516,21.79297,8.072917,100.0,100.0,100.0,1,0,1,0,1,0,0,1,1,0,1,0,1
" WhiteBalance,MicroShadowing,Vignette,MotionBlur,ContactShadows,ScreenSpaceReflection,Bloom,ScreenSpaceRefraction ",58.51752,58.51752,58.51752,171.446,57.55614,184.3516,17.49219,12.36979,100.0,100.0,100.0,0,1,0,1,0,1,1,0,1,1,0,1,1
" ScreenSpaceRefraction,Vignette,Tonemapping,ScreenSpaceReflection,Fog,MotionBlur ",32.03465,32.03465,32.03465,174.2025,57.45269,184.3516,21.66016,9.635417,100.0,100.0,100.0,0,0,0,0,1,0,1,0,1,1,1,1,0
" ChromaticAberration,Bloom,Fog ",29.86207,29.86207,29.86207,175.6064,57.4442,184.3516,22.46094,10.28646,100.0,100.0,100.0,0,1,1,0,1,0,0,0,0,0,0,0,0
" Bloom,ScreenSpaceRefraction,ReflectionProbe,Vignette,Tonemapping ",34.4495,34.4495,34.4495,176.3923,57.46212,184.3516,19.96484,12.5,-100.0,-100.0,-100.0,0,1,0,0,0,0,0,1,0,1,1,1,0
" Vignette,Fog,ScreenSpaceRefraction,ScreenSpaceReflection ",40.78453,40.78453,40.78453,178.0463,57.48687,184.3516,18.38281,10.15625,100.0,100.0,100.0,0,0,0,0,1,0,0,0,1,1,0,1,0
" Fog,ScreenSpaceRefraction,MotionBlur,Tonemapping ",35.68676,35.68676,35.68676,177.4022,57.46695,184.3516,21.98828,12.76042,100.0,100.0,100.0,0,0,0,0,1,0,1,0,0,1,1,0,0
" AmbientOcclusion,Tonemapping,Bloom,ReflectionProbe,WhiteBalance ",59.69009,59.69009,59.69009,176.416,57.56072,184.3516,18.30078,10.67708,100.0,100.0,100.0,1,1,0,0,0,0,0,1,0,0,1,0,1
" MicroShadowing,Bloom,ContactShadows ",53.39256,53.39256,53.39256,180.101,57.53612,184.3516,17.35938,10.54688,100.0,100.0,100.0,0,1,0,1,0,1,0,0,0,0,0,0,0
" MicroShadowing,ReflectionProbe,ScreenSpaceRefraction,ChromaticAberration,AmbientOcclusion,Bloom,Fog,Vignette ",34.37442,34.37442,34.37442,180.81,57.46183,184.3516,22.00391,11.58854,-100.0,-100.0,-100.0,1,1,1,0,1,1,0,1,0,1,0,1,0
" ScreenSpaceReflection,ChromaticAberration,MotionBlur,WhiteBalance,Fog ",32.09675,32.09675,32.09675,140.9205,55.16616,183.3516,17.65234,10.80729,-100.0,-100.0,-100.0,0,0,1,0,1,0,1,0,1,0,0,0,1
" Tonemapping,Fog,Bloom,ChromaticAberration,MicroShadowing,ContactShadows ",34.36816,34.36816,34.36816,140.825,55.17503,183.3516,20.80078,12.23958,100.0,100.0,100.0,0,1,1,1,1,1,0,0,0,0,1,0,0
" ChromaticAberration,ScreenSpaceReflection,Fog,Vignette,Bloom ",25.45617,25.45617,25.45617,141.4591,55.14022,183.3516,18.48828,8.723958,100.0,100.0,100.0,0,1,1,0,1,0,0,0,1,0,0,1,0
" ReflectionProbe,MotionBlur,ScreenSpaceRefraction,ChromaticAberration,ScreenSpaceReflection,WhiteBalance ",52.74623,52.74623,52.74623,142.2273,55.24682,183.3516,17.67969,8.333333,-100.0,-100.0,-100.0,0,0,1,0,0,0,1,1,1,1,0,0,1
" Tonemapping,MicroShadowing,ReflectionProbe,ScreenSpaceRefraction,AmbientOcclusion ",51.59453,51.59453,51.59453,142.1146,55.24232,183.3516,20.83594,14.0625,-100.0,-100.0,-100.0,1,0,0,0,0,1,0,1,0,1,1,0,0
" Bloom,Tonemapping,ScreenSpaceReflection,ScreenSpaceRefraction,Vignette ",42.22277,42.22277,42.22277,143.7024,55.20571,183.3516,19.375,10.9375,100.0,100.0,100.0,0,1,0,0,0,0,0,0,1,1,1,1,0
" ScreenSpaceReflection,Tonemapping,Vignette,WhiteBalance,ContactShadows ",57.85932,57.85932,57.85932,142.272,55.26679,179.3516,20.28906,11.06771,-100.0,-100.0,-100.0,0,0,0,1,0,0,0,0,1,0,1,1,1
